"Search","Zoeken"
"Search By","Zoeken op"
"Search Options","Zoekopties"
"Search Results","Zoekresultaten"
"Select Search Type","Kies zoektype"
"Select items to copy","Kies artikelen om te kopiëren"
"Select items to move","Kies artikelen om te verplaatsen"
"Template","Sjabloon"
"The wishlist is not assigned to your account and cannot be edited ","Dit verlanglijstje is niet verbonden met uw account en kan niet gewijzigd worden"
"This wishlist is private. Only you can view this wishlist.","Dit verlanglijstje is prive. Alleen u kunt dit verlanglijstje zien."
"This wishlist is publicly visible.","Dit verlanglijstje is voor iedereen zichtbaar."
"Unit Price","Eenheidsprijs"
"Updated at","Bijgewerkt op"
"View","Bekijk"
"Wanted Qty","Gewenste hoeveelheid"
"Wishlist ""%s"" has been deleted.","Verlanglijstje ""%s"" is verwijderd."
"Wishlist ""%s"" was successfully saved","Verlanglijstje ""%s"" is succesvol opgeslagen"
"Wishlist Info","Informatie verlanglijstje"
"Wishlist Items","Artikelen verlanglijstje"
"Wishlist Name","Naam verlanglijstje"
"Wishlist Owner Email Search","Op email eigenaar verlanglijstje zoeken"
"Wishlist Owner Name Search","Op naam eigenaar verlanglijstje zoeken"
"Wishlist Search","Verlanglijstje zoeken"
"Wishlist Search Description","Zoekbeschrijving verlanglijstje"
"Wishlist Search Template","Zoeksjabloon verlanglijstje"
"Wishlist Status","Status verlanglijstje"
"Wishlist name","Naam verlanglijstje"
"Wishlist:","Verlanglijstje:"
"You are about to delete your wish list.\nThis action cannot be undone.\nDo you want to proceed?","U staat op het punt uw verlanglijstje te verwijderen.\nDeze actie kan niet ongedaan worden gemaakt.\nWilt u doorgaan?"
"You must select items to add to cart","U moet artikelen selecteren om aan het mandje toe te voegen"
"Your search returned no results.","Uw zoekopdracht heeft geen resultaten opgeleverd."
