"RMA Items Requested for","RMA Artikelanforderung für"
"RMA Settings","RMA Einstellungen"
"Reason to Return","Rückgabegrund"
"Rejected","Abgelehnt"
"Remaining Qty","Verbleibende Menge"
"Remaining Qty:","Verbleibende Menge:"
"Remove","Löschen"
"Request Details","Einzelheiten anfordern"
"Request Information","Information anfordern"
"Request Qty","Stückzahl anfordern"
"Requested Qty","Angeforderte Stückzahl"
"Resolution","Auflösung / Entschluss"
"Return","Retoure / Rücksendung"
"Return #","Rücksendenummer"
"Return # ","Return # "
"Return #%s has been submitted successfully","Rückgabe #%s wurde erfolgreich abgeschickt"
"Return Address","Rücksendeadresse"
"Return Address:","Rücksendeadresse:"
"Return Date: ","Rücksendedatum:"
"Return Items Information","Informationen zu den zurückgesendeten Artikeln"
"Return Partially Received","Rücksendung teilweise erhalten"
"Return Received","Rücksendung erhalten"
"Return Status","Rücksendestatus"
"Returned Qty","Rücksende-Qty"
"Returns History Info","Verlaufsinfo der Rücksendungen"
"SKU","Artikelposition"
"Sales","Verkäufe"
"Save","Speichern"
"Save Attribute","Eigenschaft speichern"
"Save and Continue Edit","Speichern und weiter bearbeiten"
"Select","Auswählen"
"Select Items","Artikel auswählen"
"Select valid carrier.","Gültigen Spediteur auswählen."
"Send RMA Authorization Email Copy Method","RMA-Authorisierung als Email-Kopie senden"
"Send RMA Authorization Email Copy To","RMA-Authorisierung als Email-Kopie senden an"
"Send RMA Comment Email Copy To","RMA-Bemerkungen als Email-Kopie senden an"
"Send RMA Email Copy Method","RMA als Email-Kopie senden"
"Send RMA Email Copy To","RMA als Email-Kopie senden an"
"Ship From","Versand von"
"Shipment Package Popup","Popup Versandfertige Sendung"
"Shipment Print Label Popup","Popup Gedrucktes Versandlabel"
"Shipment Print Package Popup","Lieferungsaufdruck Popup"
"Shipment Tracking Popup","Sendungsverfolgung Popup"
"Shipping Address","Lieferadresse"
"Shipping Address:","Lieferadresse:"
"Shipping Information","Lieferinformationen:"
"Shipping Labels are not allowed.","Paketscheine sind nicht erlaubt."
"Shipping Method","Liefermethode"
"Shipping and Tracking Information","Versand- und Verlaufsinformation"
"Show Details","Details anzeigen"
"Show Packages","Sendungen anzeigen"
"Show on Frontend","Am Frontende anzeigen"
"Size","Größe"
"Sort Order","Sortierfolge"
"Split","Teilen"
"State/Province","Staat/Bezirk"
"Status","Status"
"Street Address","Anschrift (Straße, Hausnummer, PLZ)"
"Sub-items:","Unterartikel:"
"Submit","Übermitteln"
"Submit Comment","Kommentar abschicken"
"Submit RMA","RMA abschicken"
"Text Area","Textbereich"
"Text Field","Textfeld"
"The RMA item attribute has been deleted.","Die RMA-Artikel-Eigenschaft wurde entfernt."
"The RMA item attribute has been saved.","Die RMA-Artikel-Eigenschaft wurde gespeichert."
"The RMA request has been saved.","Die RMA Anfrage wurde gespeichert."
"The RMA request has been submitted.","Die RMA-Anforderung wurde abgeschickt."
"The RMA request(s) cannot be closed","Die RMA-Anforderung(en) kann nicht geschlossen werden."
"The carrier needs to be specified.","Der Spediteur muss spezifiziert werden."
"The quantity you want to add exceeds the total shipped quantity for some of selected Product(s)","Die Menge, die Sie hinzufügen möchten übersteigt die Gesamtanzahl des ausgewählten Produktes / der ausgewählten Produkte."
"The shipping label has been created.","Das Versandlabel wurde erstellt."
"The value that you entered is not valid.","Der von Ihnen eingegebene Wert ist ungültig."
"There are no applicable items for return in this order","Es gibt keine Artikel zur Rückgabe in dieser Bestellung"
"There is an error in quantities for item %s.","Es gibt einen Fehler in der Menge für Artikel %s."
"Total Weight","Gesamtgewicht"
"Track this shipment","Diese Sendung verfolgen"
"Tracking number cannot be empty.","Nummer zum Verlaufsstatus kann nicht leer sein."
"Type","Typ"
"Use Store Address","Nutzen Sie die Store-Adresse"
"Use config","config verwenden"
"Valid range 2-20","Geltungsbereich 2-20"
"View","Ansicht"
"View Return","Ansicht Rückgabe"
"Visible on Frontend","Am Frontende sichtbar"
"Weight","Gewicht"
"Width","Breite"
"Wrong RMA Selected.","Falsche RMA ausgewählt."
"Wrong RMA item requested.","Falsches RMA-Objekt angefordert."
"Wrong RMA item status.","Falscher RMA-Artikelstatus."
"Wrong RMA order id.","Falsche RMA-Bestellnummer."
"Wrong RMA requested.","Falsche RMA angefordert."
"Wrong order id or item id requested.","Falsche Bestellnummer oder Artikelnummer angefordert."
"Wrong rma id.","Falsche RMA-Nummer."
"Yes","Ja"
"You cannot delete this attribute.","Sie können diese Einstellung nicht entfernen."
"You cannot edit this attribute.","Sie können diese Einstellung nicht bearbeiten."
"You cannot return %s.","Sie können nicht %s zurückgeben."
"You have chosen to change status(es) of the selected RMA requests to Close.\nAre you sure you want to proceed?","Sie haben Statusänderung(en) der ausgewählten RMA-Anforderungen schließen gewählt. \nSind Sie sicher, dass Sie fortfahren möchten?"
"You have placed no returns.","Sie haben keine Rückgaben platziert."
"Your Return request has been authorized.","Ihre Rückgabeforderung wurde autorisiert."
"Your Return request has been closed.","Ihre Rückgabeanfrage wurde geschlossen."
"Your Return request has been partially approved.","Ihre Rückgabeanfrage wurde teilweise zugelassen."
"Your Return request has been partially authorized. ","Ihre Rückgabeanfrage wurde teilweise authorisiert."
"Your Return request has been partially received.","Ihre Rückgabeanfrage wurde teilweise erhalten."
"Your Return request has been partially rejected.","Ihre Rückgabeanfrage wurde teilweise zurückgewiesen."
"Your Return request has been placed.","Ihre Rückgabeanfrage wurde aufgegeben."
"Your Return request has been processed and closed.","Ihre Rückgabeanfrage wurde bearbeitet und geschlossen."
"Your Return request has been received.","Ihre Rückgabeanfrage wurden empfangen."
"ZIP/Postal Code","PLZ"
