"The scheduled export has been deleted.","Der geplante Export wurde gelöscht."
"The scheduled export has been saved.","Der geplante Export wurde gespeichert."
"The scheduled import has been deleted.","Der geplante Import wurde gelöscht."
"The scheduled import has been saved.","Der geplante Import wurde gespeichert."
"Total of %s record(s) have been deleted","Insgesamt %s Aufzeichnung(en) wurden gelöscht"
"Total of %s record(s) have been updated","Insgesamt %s Aufzeichnung(en) wurden aktualisiert"
"Total size of the file must not exceed %s","Gesamtgröße der Datei darf %s nicht überschreiten"
"Unable to create directory ""%s"".","Verzeichnis ""%s"" kann nicht erstellt werden."
"Unable to delete ""%s"". Directory is not writable.","""%s"" kann nicht gelöscht werden. Verzeichnis ist nicht beschreibbar."
"Unable to delete history files","Verlaufsdateien können nicht gelöscht werden"
"Unable to delete scheduled operation","Geplanter Vorgang kann nicht gelöscht werden"
"Unable to read file source. File name is empty","Quelldatei kann nicht gelesen werden. Dateiname ist leer"
"Unable to read import file","Import-Datei kann nicht gelesen werden"
"Unable to run operation","Vorgang kann nicht ausgeführt werden"
"Unable to save file history file","Datei Dateiverlauf kann nicht gespeichert werden"
"Unable to save scheduled operation","Geplanter Vorgang kann nicht gespeichert werden"
"Unable to write file ""%s"" to ""%s"" with ""%s"" driver","Datei ""%s"" kann nicht in ""%s"" mit Treiber ""%s"" geschrieben werden"
"Unknown file format","Unbekanntes Dateiformat"
"User Name","Benutzername"
"Weekly","Wöchentlich"
