"Select items to move","Selecione itens para mover"
"Template","Modelo"
"The wishlist is not assigned to your account and cannot be edited ","A lista de desejos não está atribuída à sua conta e não pode ser editada"
"This wishlist is private. Only you can view this wishlist.","Esta lista de desejos é particular. Só você pode vê-la."
"This wishlist is publicly visible.","Esta lista de desejos é visível publicamente."
"Unit Price","Preço Unitário"
"Updated at","Atualizado em"
"View","Ver"
"Wanted Qty","Quantidade Desejada"
"Wishlist ""%s"" has been deleted.","Lista de Desejo ""%s"" foi excluída."
"Wishlist ""%s"" was successfully saved","Lista de Desejos ""%s"" foi salva com sucesso"
"Wishlist Info","Informações da Lista de Desejos"
"Wishlist Items","Itens da Lista de Desejos"
"Wishlist Name","Nome da Lista de Desejos"
"Wishlist Owner Email Search","Busca de Email do Proprietário da Lista de Desejos"
"Wishlist Owner Name Search","Busca de Nome do Proprietário da Lista de Desejos"
"Wishlist Search","Busca de Lista de Desejos"
"Wishlist Search Description","Descrição de Busca de Lista de Desejos"
"Wishlist Search Template","Modelo de Busca de Lista de Desejos"
"Wishlist Status","Status da Lista de Desejos"
"Wishlist name","Nome da Lista de Desejos"
"Wishlist:","Lista de Desejos:"
"You are about to delete your wish list.\nThis action cannot be undone.\nDo you want to proceed?","Você está prestes a excluir a sua lista de desejos.\nEsta ação não pode ser desfeita.\nVocê quer continuar?"
"You must select items to add to cart","Você deve selecionar itens para adicionar ao carrinho"
"Your search returned no results.","Sua busca não retornou resultados."
